date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:17:57	143880/143880	---M-Z	200	added ('OK')	application/javascript	etag:W/%22640f2fff-23208%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/jquery-1.9.0.js	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/jquery-1.9.0.js	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:57	45821/45821	---M-Z	200	added ('OK')	application/javascript	etag:W/%22640f2fff-b2fd%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/jquery-ui-1.10.0.custom.js	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/jquery-ui-1.10.0.custom.js	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:57	2543/2543	---M-Z	200	added ('OK')	application/javascript	etag:W/%22640f2fff-9ef%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/json_parse.js	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/json_parse.js	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:57	5007/5007	---M-Z	200	added ('OK')	application/javascript	etag:W/%22640f2fff-138f%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/jquery.ui.core.js	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/js/jquery.ui.core.js	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:58	52981/52981	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-cef5%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/logo-top.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/logo-top.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:58	4497/4497	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-1191%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/emb-forms.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/emb-forms.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:58	10656/10656	---M--	200	added ('OK')	image/png	etag:%22640f2fff-29a0%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:58	3779/3779	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-ec3%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/certificate-logo.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/certificate-logo.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/index.php/auth/birthcertificate/view/cert/b/zgtdzlznt1y4wkzgbxn6a25mm1v5zz09%3d%3d.html)
20:17:59	1230/1230	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-4ce%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/header-top-strip.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/header-top-strip.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:17:59	28079/28079	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-6daf%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/herader-right-bg.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/herader-right-bg.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:17:59	1180/1180	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-49c%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/top-menu-bg.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/top-menu-bg.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:00	15942/15942	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-3e46%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/top-title-strip.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/top-title-strip.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:00	1306/1306	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-51a%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/doted-bull.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/doted-bull.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:00	2085/2085	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-825%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/none-bull.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/none-bull.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:01	1168/1168	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-490%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/welcome-strip-bg.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/welcome-strip-bg.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:01	1225/1225	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-4c9%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/form-title-strip.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/form-title-strip.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:01	26275/26275	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-66a3%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/water-mark.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/water-mark.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:01	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-a30%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/busy.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/busy.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:02	7963/7963	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-1f1b%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/cla-edit.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/cla-edit.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/style.css)
20:18:02	1434/1434	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-59a%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/btn-bg.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/btn-bg.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/main.css)
20:18:02	832/832	---M--	200	added ('OK')	image/png	etag:%22640f2fff-340%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/refresh1.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/refresh1.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/main.css)
20:18:03	62/62	---M--	200	added ('OK')	image/gif	etag:%22640f2fff-3e%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/tooltip-arrow.gif	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/tooltip-arrow.gif	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/main.css)
20:18:03	16081/16081	---M--	200	added ('OK')	image/jpeg	etag:%22640f2fff-3ed1%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/submit-btn.jpg	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/submit-btn.jpg	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/main.css)
20:18:03	156/156	---M--	200	added ('OK')	text/css	etag:%22640f2fff-9c%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.all.css)
20:18:03	14639/14639	---M-Z	200	added ('OK')	text/css	etag:W/%22640f2fff-392f%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.all.css)
20:18:04	1745/1745	---M-Z	200	added ('OK')	text/css	etag:W/%22640f2fff-6d1%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.button.css	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.button.css	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css)
20:18:04	3298/3298	---M-Z	200	added ('OK')	text/css	etag:W/%22640f2fff-ce2%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.datepicker.css	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.datepicker.css	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.base.css)
20:18:04	4369/4369	---M--	200	added ('OK')	image/png	etag:%22640f2fff-1111%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
20:18:05	123/123	---M--	200	added ('OK')	image/png	etag:%22640f2fff-7b%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
20:18:05	4369/4369	---M--	200	added ('OK')	image/png	etag:%22640f2fff-1111%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
20:18:05	123/123	---M--	200	added ('OK')	image/png	etag:%22640f2fff-7b%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
20:18:05	123/123	---M--	200	added ('OK')	image/png	etag:%22640f2fff-7b%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
20:18:06	123/123	---M--	200	added ('OK')	image/png	etag:%22640f2fff-7b%22	https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/nnb/crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://crsorgi-goovin.github.io/iin/crsorgi-gov1.netlify.app/crsorgi.gov.in/web/css/jquery.ui.theme.css)
